case_date,case_weekday,case_week_ending,ethnicity_mpao,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2024-04-21,Sunday,2024-04-21,Maori,24,2.9924,38.5714,4.8092
2024-04-21,Sunday,2024-04-21,Pacific peoples,9,2.302,18.1429,4.6405
2024-04-21,Sunday,2024-04-21,Asian,23,2.7576,34.8571,4.1792
2024-04-21,Sunday,2024-04-21,European or Other,177,5.5882,247.5714,7.8162
2024-04-20,Saturday,2024-04-21,Maori,21,2.6184,40.2857,5.023
2024-04-20,Saturday,2024-04-21,Pacific peoples,9,2.302,17.8571,4.5674
2024-04-20,Saturday,2024-04-21,Asian,22,2.6377,34.7143,4.1621
2024-04-20,Saturday,2024-04-21,European or Other,175,5.525,248.7143,7.8523
2024-04-19,Friday,2024-04-21,Maori,53,6.6082,40.8571,5.0942
2024-04-19,Friday,2024-04-21,Pacific peoples,21,5.3713,17.5714,4.4943
2024-04-19,Friday,2024-04-21,Asian,51,6.1147,35,4.1964
2024-04-19,Friday,2024-04-21,European or Other,261,8.2402,246.8571,7.7937
2024-04-18,Thursday,2024-04-21,Maori,35,4.3639,38.7143,4.827
2024-04-18,Thursday,2024-04-21,Pacific peoples,20,5.1155,17.4286,4.4578
2024-04-18,Thursday,2024-04-21,Asian,36,4.3163,33.1429,3.9737
2024-04-18,Thursday,2024-04-21,European or Other,269,8.4928,243.2857,7.6809
2024-04-17,Wednesday,2024-04-21,Maori,55,6.8576,42.4286,5.2901
2024-04-17,Wednesday,2024-04-21,Pacific peoples,22,5.627,17.1429,4.3847
2024-04-17,Wednesday,2024-04-21,Asian,39,4.676,33,3.9566
2024-04-17,Wednesday,2024-04-21,European or Other,230,7.2615,244.1429,7.708
2024-04-16,Tuesday,2024-04-21,Maori,36,4.4886,40.7143,5.0764
2024-04-16,Tuesday,2024-04-21,Pacific peoples,19,4.8597,16.7143,4.2751
2024-04-16,Tuesday,2024-04-21,Asian,42,5.0356,35.7143,4.282
2024-04-16,Tuesday,2024-04-21,European or Other,279,8.8085,255.8571,8.0778
2024-04-15,Monday,2024-04-21,Maori,46,5.7354,43.2857,5.397
2024-04-15,Monday,2024-04-21,Pacific peoples,27,6.9059,17,4.3482
2024-04-15,Monday,2024-04-21,Asian,31,3.7168,35,4.1964
2024-04-15,Monday,2024-04-21,European or Other,342,10.7975,258.8571,8.1725
2024-04-14,Sunday,2024-04-14,Maori,36,4.4886,47.7143,5.9492
2024-04-14,Sunday,2024-04-14,Pacific peoples,7,1.7904,16,4.0924
2024-04-14,Sunday,2024-04-14,Asian,22,2.6377,38.4286,4.6074
2024-04-14,Sunday,2024-04-14,European or Other,185,5.8408,270.5714,8.5424
2024-04-13,Saturday,2024-04-14,Maori,25,3.1171,49,6.1095
2024-04-13,Saturday,2024-04-14,Pacific peoples,7,1.7904,17.5714,4.4943
2024-04-13,Saturday,2024-04-14,Asian,24,2.8775,39.4286,4.7273
2024-04-13,Saturday,2024-04-14,European or Other,162,5.1146,282.2857,8.9122
2024-04-12,Friday,2024-04-14,Maori,38,4.738,48.4286,6.0382
2024-04-12,Friday,2024-04-14,Pacific peoples,20,5.1155,18.1429,4.6405
2024-04-12,Friday,2024-04-14,Asian,38,4.5561,38.5714,4.6246
2024-04-12,Friday,2024-04-14,European or Other,236,7.4509,289.1429,9.1287
2024-04-11,Thursday,2024-04-14,Maori,61,7.6057,51,6.3589
2024-04-11,Thursday,2024-04-14,Pacific peoples,18,4.6039,18.7143,4.7866
2024-04-11,Thursday,2024-04-14,Asian,35,4.1964,41.8571,5.0185
2024-04-11,Thursday,2024-04-14,European or Other,275,8.6822,300.8571,9.4986
2024-04-10,Wednesday,2024-04-14,Maori,43,5.3614,50.5714,6.3054
2024-04-10,Wednesday,2024-04-14,Pacific peoples,19,4.8597,20.1429,5.152
2024-04-10,Wednesday,2024-04-14,Asian,58,6.954,45,5.3953
2024-04-10,Wednesday,2024-04-14,European or Other,312,9.8504,314,9.9135
2024-04-09,Tuesday,2024-04-14,Maori,54,6.7329,53.8571,6.7151
2024-04-09,Tuesday,2024-04-14,Pacific peoples,21,5.3713,22.7143,5.8097
2024-04-09,Tuesday,2024-04-14,Asian,37,4.4362,46.5714,5.5837
2024-04-09,Tuesday,2024-04-14,European or Other,300,9.4715,338.8571,10.6983
2024-04-08,Monday,2024-04-14,Maori,77,9.6006,55.1429,6.8754
2024-04-08,Monday,2024-04-14,Pacific peoples,20,5.1155,26,6.6501
2024-04-08,Monday,2024-04-14,Asian,55,6.5943,53.4286,6.4059
2024-04-08,Monday,2024-04-14,European or Other,424,13.3864,371.4286,11.7266
2024-04-07,Sunday,2024-04-07,Maori,45,5.6108,50.5714,6.3054
2024-04-07,Sunday,2024-04-07,Pacific peoples,18,4.6039,25.7143,6.577
2024-04-07,Sunday,2024-04-07,Asian,29,3.477,52.7143,6.3202
2024-04-07,Sunday,2024-04-07,European or Other,267,8.4296,353,11.1448
2024-04-06,Saturday,2024-04-07,Maori,21,2.6184,48.5714,6.0561
2024-04-06,Saturday,2024-04-07,Pacific peoples,11,2.8135,24.2857,6.2117000000000004
2024-04-06,Saturday,2024-04-07,Asian,18,2.1581,51.7143,6.2003
2024-04-06,Saturday,2024-04-07,European or Other,210,6.63,348.1429,10.9914
2024-04-05,Friday,2024-04-07,Maori,56,6.9823,49.1429,6.1273
2024-04-05,Friday,2024-04-07,Pacific peoples,24,6.1386,24,6.1386
2024-04-05,Friday,2024-04-07,Asian,61,7.3137,52.2857,6.2689
2024-04-05,Friday,2024-04-07,European or Other,318,10.0398,355.1429,11.2124
2024-04-04,Thursday,2024-04-07,Maori,58,7.2316,45,5.6108
2024-04-04,Thursday,2024-04-07,Pacific peoples,28,7.1617,21.8571,5.5905
2024-04-04,Thursday,2024-04-07,Asian,57,6.8341,47.7143,5.7208
2024-04-04,Thursday,2024-04-07,European or Other,367,11.5868,337.1429,10.6442
2024-04-03,Wednesday,2024-04-07,Maori,66,8.2291,44.8571,5.593
2024-04-03,Wednesday,2024-04-07,Pacific peoples,37,9.4636,20.5714,5.2616
2024-04-03,Wednesday,2024-04-07,Asian,69,8.2728,47.4286,5.6865
2024-04-03,Wednesday,2024-04-07,European or Other,486,15.3438,335,10.5765
2024-04-02,Tuesday,2024-04-07,Maori,63,7.8551,46.8571,5.8423
2024-04-02,Tuesday,2024-04-07,Pacific peoples,44,11.2541,20.1429,5.152
2024-04-02,Tuesday,2024-04-07,Asian,85,10.1912,48,5.755
2024-04-02,Tuesday,2024-04-07,European or Other,528,16.6698,331.8571,10.4773
2024-04-01,Monday,2024-04-07,Maori,45,5.6108,48.4286,6.0382
2024-04-01,Monday,2024-04-07,Pacific peoples,18,4.6039,18,4.6039
2024-04-01,Monday,2024-04-07,Asian,50,5.9948,42.8571,5.1384
2024-04-01,Monday,2024-04-07,European or Other,295,9.3136,320.4286,10.1165
2024-03-31,Sunday,2024-03-31,Maori,31,3.8652,55.2857,6.8932
2024-03-31,Sunday,2024-03-31,Pacific peoples,8,2.0462,19.7143,5.0424
2024-03-31,Sunday,2024-03-31,Asian,22,2.6377,46.8571,5.618
2024-03-31,Sunday,2024-03-31,European or Other,233,7.3562,362.2857,11.438
2024-03-30,Saturday,2024-03-31,Maori,25,3.1171,58.1429,7.2495
2024-03-30,Saturday,2024-03-31,Pacific peoples,9,2.302,21.2857,5.4443
2024-03-30,Saturday,2024-03-31,Asian,22,2.6377,50.8571,6.0976
2024-03-30,Saturday,2024-03-31,European or Other,259,8.1771,381.5714,12.0468
2024-03-29,Friday,2024-03-31,Maori,27,3.3665,58.4286,7.2851
2024-03-29,Friday,2024-03-31,Pacific peoples,9,2.302,21.2857,5.4443
2024-03-29,Friday,2024-03-31,Asian,29,3.477,52.4286,6.286
2024-03-29,Friday,2024-03-31,European or Other,192,6.0618,384.8571,12.1506
2024-03-28,Thursday,2024-03-31,Maori,57,7.107,63.1429,7.8729
2024-03-28,Thursday,2024-03-31,Pacific peoples,19,4.8597,22.1429,5.6636
2024-03-28,Thursday,2024-03-31,Asian,55,6.5943,55.7143,6.6799
2024-03-28,Thursday,2024-03-31,European or Other,352,11.1132,414,13.0707
2024-03-27,Wednesday,2024-03-31,Maori,80,9.9747,64.5714,8.051
2024-03-27,Wednesday,2024-03-31,Pacific peoples,34,8.6963,23.5714,6.029
2024-03-27,Wednesday,2024-03-31,Asian,73,8.7524,56.2857,6.7484
2024-03-27,Wednesday,2024-03-31,European or Other,464,14.6492,426.4286,13.4631
2024-03-26,Tuesday,2024-03-31,Maori,74,9.2266,62.2857,7.766
2024-03-26,Tuesday,2024-03-31,Pacific peoples,29,7.4174,23,5.8828
2024-03-26,Tuesday,2024-03-31,Asian,49,5.8749,57.1429,6.8512
2024-03-26,Tuesday,2024-03-31,European or Other,448,14.1441,426,13.4495
2024-03-25,Monday,2024-03-31,Maori,93,11.5956,60.7143,7.5701
2024-03-25,Monday,2024-03-31,Pacific peoples,30,7.6732,25.5714,6.5405
2024-03-25,Monday,2024-03-31,Asian,78,9.3519,60,7.1938
2024-03-25,Monday,2024-03-31,European or Other,588,18.5641,434.8571,13.7292
2024-03-24,Sunday,2024-03-24,Maori,51,6.3589,62,7.7304
2024-03-24,Sunday,2024-03-24,Pacific peoples,19,4.8597,26.1429,6.6867
2024-03-24,Sunday,2024-03-24,Asian,50,5.9948,60.2857,7.228
2024-03-24,Sunday,2024-03-24,European or Other,368,11.6184,427.1429,13.4856
2024-03-23,Saturday,2024-03-24,Maori,27,3.3665,62.8571,7.8373
2024-03-23,Saturday,2024-03-24,Pacific peoples,9,2.302,26.7143,6.8328
2024-03-23,Saturday,2024-03-24,Asian,33,3.9566,59.8571,7.1766
2024-03-23,Saturday,2024-03-24,European or Other,282,8.9032,418.5714,13.215
2024-03-22,Friday,2024-03-24,Maori,60,7.481,62.1429,7.7482
2024-03-22,Friday,2024-03-24,Pacific peoples,15,3.8366,27,6.9059
2024-03-22,Friday,2024-03-24,Asian,52,6.2346,61.2857,7.3479
2024-03-22,Friday,2024-03-24,European or Other,396,12.5024,422.4286,13.3368
2024-03-21,Thursday,2024-03-24,Maori,67,8.3538,61.4286,7.6591
2024-03-21,Thursday,2024-03-24,Pacific peoples,29,7.4174,28.2857,7.2348
2024-03-21,Thursday,2024-03-24,Asian,59,7.0739,64.4286,7.7247
2024-03-21,Thursday,2024-03-24,European or Other,439,13.86,426,13.4495
2024-03-20,Wednesday,2024-03-24,Maori,64,7.9798,62.2857,7.766
2024-03-20,Wednesday,2024-03-24,Pacific peoples,30,7.6732,28.4286,7.2713
2024-03-20,Wednesday,2024-03-24,Asian,79,9.4718,66.8571,8.0159
2024-03-20,Wednesday,2024-03-24,European or Other,461,14.5545,434.7143,13.7246
2024-03-19,Tuesday,2024-03-24,Maori,63,7.8551,64.7143,8.0688
2024-03-19,Tuesday,2024-03-24,Pacific peoples,47,12.0214,28.4286,7.2713
2024-03-19,Tuesday,2024-03-24,Asian,69,8.2728,69.4286,8.3242
2024-03-19,Tuesday,2024-03-24,European or Other,510,16.1015,443.8571,14.0133
2024-03-18,Monday,2024-03-24,Maori,102,12.7177,69.8571,8.71
2024-03-18,Monday,2024-03-24,Pacific peoples,34,8.6963,26.7143,6.8328
2024-03-18,Monday,2024-03-24,Asian,80,9.5917,71.4286,8.564
2024-03-18,Monday,2024-03-24,European or Other,534,16.8593,463,14.6177
2024-03-17,Sunday,2024-03-17,Maori,57,7.107,73.7143,9.191
2024-03-17,Sunday,2024-03-17,Pacific peoples,23,5.8828,32.5714,8.3309
2024-03-17,Sunday,2024-03-17,Asian,47,5.6351,73,8.7524
2024-03-17,Sunday,2024-03-17,European or Other,308,9.7241,485.2857,15.3213
2024-03-16,Saturday,2024-03-17,Maori,22,2.743,74.2857,9.2622
2024-03-16,Saturday,2024-03-17,Pacific peoples,11,2.8135,32.7143,8.3675
2024-03-16,Saturday,2024-03-17,Asian,43,5.1555,74.8571,8.9751
2024-03-16,Saturday,2024-03-17,European or Other,309,9.7556,493.7143,15.5874
2024-03-15,Friday,2024-03-17,Maori,55,6.8576,77.8571,9.7075
2024-03-15,Friday,2024-03-17,Pacific peoples,24,6.1386,33.2857,8.5136
2024-03-15,Friday,2024-03-17,Asian,74,8.8723,79.5714,9.5403
2024-03-15,Friday,2024-03-17,European or Other,421,13.2917,496.4286,15.6731
2024-03-14,Thursday,2024-03-17,Maori,73,9.1019,80.8571,10.0816
2024-03-14,Thursday,2024-03-17,Pacific peoples,30,7.6732,34.1429,8.7329
2024-03-14,Thursday,2024-03-17,Asian,76,9.1121,77.2857,9.2663
2024-03-14,Thursday,2024-03-17,European or Other,500,15.7858,502.1429,15.8535
2024-03-13,Wednesday,2024-03-17,Maori,81,10.0994,79.7143,9.9391
2024-03-13,Wednesday,2024-03-17,Pacific peoples,30,7.6732,35.5714,9.0983
2024-03-13,Wednesday,2024-03-17,Asian,97,11.6299,77.8571,9.3348
2024-03-13,Wednesday,2024-03-17,European or Other,525,16.5751,503.4286,15.8941
2024-03-12,Tuesday,2024-03-17,Maori,99,12.3437,81.7143,10.1884
2024-03-12,Tuesday,2024-03-17,Pacific peoples,35,8.9521,36.7143,9.3906
2024-03-12,Tuesday,2024-03-17,Asian,83,9.9514,76.5714,9.1806
2024-03-12,Tuesday,2024-03-17,European or Other,644,20.3321,501.7143,15.84
2024-03-11,Monday,2024-03-17,Maori,129,16.0842,82.4286,10.2775
2024-03-11,Monday,2024-03-17,Pacific peoples,75,19.1831,36.8571,9.4271
2024-03-11,Monday,2024-03-17,Asian,91,10.9106,76.8571,9.2149
2024-03-11,Monday,2024-03-17,European or Other,690,21.7844,484.1429,15.2852
2024-03-10,Sunday,2024-03-10,Maori,61,7.6057,79.5714,9.9213
2024-03-10,Sunday,2024-03-10,Pacific peoples,24,6.1386,34.5714,8.8425
2024-03-10,Sunday,2024-03-10,Asian,60,7.1938,80.5714,9.6602
2024-03-10,Sunday,2024-03-10,European or Other,367,11.5868,487.1429,15.3799
2024-03-09,Saturday,2024-03-10,Maori,47,5.8601,81.8571,10.2062
2024-03-09,Saturday,2024-03-10,Pacific peoples,15,3.8366,35.4286,9.0617
2024-03-09,Saturday,2024-03-10,Asian,76,9.1121,80.2857,9.6259
2024-03-09,Saturday,2024-03-10,European or Other,328,10.3555,499.1429,15.7588
2024-03-08,Friday,2024-03-10,Maori,76,9.476,83.2857,10.3844
2024-03-08,Friday,2024-03-10,Pacific peoples,30,7.6732,37.5714,9.6098
2024-03-08,Friday,2024-03-10,Asian,58,6.954,78,9.3519
2024-03-08,Friday,2024-03-10,European or Other,461,14.5545,501.8571,15.8445
2024-03-07,Thursday,2024-03-10,Maori,65,8.1044,82.8571,10.3309
2024-03-07,Thursday,2024-03-10,Pacific peoples,40,10.231,37,9.4636
2024-03-07,Thursday,2024-03-10,Asian,80,9.5917,79.7143,9.5574
2024-03-07,Thursday,2024-03-10,European or Other,509,16.07,507,16.0068
2024-03-06,Wednesday,2024-03-10,Maori,95,11.8449,88.1429,10.99
2024-03-06,Wednesday,2024-03-10,Pacific peoples,38,9.7194,37.5714,9.6098
2024-03-06,Wednesday,2024-03-10,Asian,88,10.5509,79.5714,9.5403
2024-03-06,Wednesday,2024-03-10,European or Other,513,16.1963,512.4286,16.1782
2024-03-05,Tuesday,2024-03-10,Maori,104,12.9671,92.4286,11.5243
2024-03-05,Tuesday,2024-03-10,Pacific peoples,36,9.2079,41,10.4867
2024-03-05,Tuesday,2024-03-10,Asian,85,10.1912,82.2857,9.8657
2024-03-05,Tuesday,2024-03-10,European or Other,521,16.4488,527,16.6383
2024-03-04,Monday,2024-03-10,Maori,109,13.5905,98,12.219
2024-03-04,Monday,2024-03-10,Pacific peoples,59,15.0907,43.5714,11.1444
2024-03-04,Monday,2024-03-10,Asian,117,14.0279,86.5714,10.3796
2024-03-04,Monday,2024-03-10,European or Other,711,22.4474,547.4286,17.2832
2024-03-03,Sunday,2024-03-03,Maori,77,9.6006,104.4286,13.0205
2024-03-03,Sunday,2024-03-03,Pacific peoples,30,7.6732,43,10.9983
2024-03-03,Sunday,2024-03-03,Asian,58,6.954,95.4286,11.4415
2024-03-03,Sunday,2024-03-03,European or Other,451,14.2388,549.7143,17.3554
2024-03-02,Saturday,2024-03-03,Maori,57,7.107,104.7143,13.0562
2024-03-02,Saturday,2024-03-03,Pacific peoples,30,7.6732,44.1429,11.2906
2024-03-02,Saturday,2024-03-03,Asian,60,7.1938,101,12.1095
2024-03-02,Saturday,2024-03-03,European or Other,347,10.9554,563.2857,17.7839
2024-03-01,Friday,2024-03-03,Maori,73,9.1019,103.8571,12.9493
2024-03-01,Friday,2024-03-03,Pacific peoples,26,6.6501,43.7143,11.181
2024-03-01,Friday,2024-03-03,Asian,70,8.3927,102.7143,12.315
2024-03-01,Friday,2024-03-03,European or Other,497,15.6911,575,18.1537
2024-02-29,Thursday,2024-03-03,Maori,102,12.7177,109.5714,13.6618
2024-02-29,Thursday,2024-03-03,Pacific peoples,44,11.2541,45.2857,11.5829
2024-02-29,Thursday,2024-03-03,Asian,79,9.4718,105.5714,12.6576
2024-02-29,Thursday,2024-03-03,European or Other,547,17.2697,579.7143,18.3025
2024-02-28,Wednesday,2024-03-03,Maori,125,15.5855,111.8571,13.9468
2024-02-28,Wednesday,2024-03-03,Pacific peoples,62,15.858,45.5714,11.656
2024-02-28,Wednesday,2024-03-03,Asian,107,12.8289,110.1429,13.2057
2024-02-28,Wednesday,2024-03-03,European or Other,615,19.4166,588.8571,18.5912
2024-02-27,Tuesday,2024-03-03,Maori,143,17.8298,113.4286,14.1427
2024-02-27,Tuesday,2024-03-03,Pacific peoples,54,13.8118,43.4286,11.1079
2024-02-27,Tuesday,2024-03-03,Asian,115,13.7881,112.1429,13.4455
2024-02-27,Tuesday,2024-03-03,European or Other,664,20.9636,595.2857,18.7942
2024-02-26,Monday,2024-03-03,Maori,154,19.2013,113.2857,14.1249
2024-02-26,Monday,2024-03-03,Pacific peoples,55,14.0676,42.7143,10.9252
2024-02-26,Monday,2024-03-03,Asian,179,21.4614,111.2857,13.3427
2024-02-26,Monday,2024-03-03,European or Other,727,22.9526,592.4286,18.704
2024-02-25,Sunday,2024-02-25,Maori,79,9.85,115.8571,14.4455
2024-02-25,Sunday,2024-02-25,Pacific peoples,38,9.7194,43.5714,11.1444
2024-02-25,Sunday,2024-02-25,Asian,97,11.6299,108.5714,13.0173
2024-02-25,Sunday,2024-02-25,European or Other,546,17.2381,596.2857,18.8257
2024-02-24,Saturday,2024-02-25,Maori,51,6.3589,116.1429,14.4811
2024-02-24,Saturday,2024-02-25,Pacific peoples,27,6.9059,43.8571,11.2175
2024-02-24,Saturday,2024-02-25,Asian,72,8.6325,106.7143,12.7946
2024-02-24,Saturday,2024-02-25,European or Other,429,13.5442,591.2857,18.6679
2024-02-23,Friday,2024-02-25,Maori,113,14.0892,119.2857,14.873
2024-02-23,Friday,2024-02-25,Pacific peoples,37,9.4636,44.5714,11.4002
2024-02-23,Friday,2024-02-25,Asian,90,10.7907,103.8571,12.4521
2024-02-23,Friday,2024-02-25,European or Other,530,16.733,591.8571,18.6859
2024-02-22,Thursday,2024-02-25,Maori,118,14.7127,119.8571,14.9442
2024-02-22,Thursday,2024-02-25,Pacific peoples,46,11.7656,46,11.7656
2024-02-22,Thursday,2024-02-25,Asian,111,13.3085,106.7143,12.7946
2024-02-22,Thursday,2024-02-25,European or Other,611,19.2903,595,18.7851
2024-02-21,Wednesday,2024-02-25,Maori,136,16.957,118.5714,14.7839
2024-02-21,Wednesday,2024-02-25,Pacific peoples,47,12.0214,47.2857,12.0945
2024-02-21,Wednesday,2024-02-25,Asian,121,14.5074,108,12.9488
2024-02-21,Wednesday,2024-02-25,European or Other,660,20.8373,599.7143,18.934
2024-02-20,Tuesday,2024-02-25,Maori,142,17.7051,120.1429,14.9798
2024-02-20,Tuesday,2024-02-25,Pacific peoples,49,12.5329,47.8571,12.2406
2024-02-20,Tuesday,2024-02-25,Asian,109,13.0687,110,13.1886
2024-02-20,Tuesday,2024-02-25,European or Other,644,20.3321,598.2857,18.8889
2024-02-19,Monday,2024-02-25,Maori,172,21.4456,120.8571,15.0689
2024-02-19,Monday,2024-02-25,Pacific peoples,61,15.6022,48.8571,12.4964
2024-02-19,Monday,2024-02-25,Asian,160,19.1834,113,13.5483
2024-02-19,Monday,2024-02-25,European or Other,754,23.805,601.1429,18.9791
2024-02-18,Sunday,2024-02-18,Maori,81,10.0994,123.5714,15.4073
2024-02-18,Sunday,2024-02-18,Pacific peoples,40,10.231,51.2857,13.1176
2024-02-18,Sunday,2024-02-18,Asian,84,10.0713,112.2857,13.4626
2024-02-18,Sunday,2024-02-18,European or Other,511,16.1331,610.7143,19.2813
2024-02-17,Saturday,2024-02-18,Maori,73,9.1019,123.4286,15.3895
2024-02-17,Saturday,2024-02-18,Pacific peoples,32,8.1848,49.8571,12.7522
2024-02-17,Saturday,2024-02-18,Asian,52,6.2346,112,13.4284
2024-02-17,Saturday,2024-02-18,European or Other,433,13.6705,601,18.9746
2024-02-16,Friday,2024-02-18,Maori,117,14.588,123,15.3361
2024-02-16,Friday,2024-02-18,Pacific peoples,47,12.0214,49.7143,12.7156
2024-02-16,Friday,2024-02-18,Asian,110,13.1886,115,13.7881
2024-02-16,Friday,2024-02-18,European or Other,552,17.4276,600,18.943
2024-02-15,Thursday,2024-02-18,Maori,109,13.5905,127.7143,15.9239
2024-02-15,Thursday,2024-02-18,Pacific peoples,55,14.0676,53.1429,13.5926
2024-02-15,Thursday,2024-02-18,Asian,120,14.3875,116.5714,13.9765
2024-02-15,Thursday,2024-02-18,European or Other,644,20.3321,600.1429,18.9475
2024-02-14,Wednesday,2024-02-18,Maori,147,18.3285,131.5714,16.4048
2024-02-14,Wednesday,2024-02-18,Pacific peoples,51,13.0445,54.4286,13.9214
2024-02-14,Wednesday,2024-02-18,Asian,135,16.186,115.4286,13.8394
2024-02-14,Wednesday,2024-02-18,European or Other,650,20.5216,584.8571,18.4649
2024-02-13,Tuesday,2024-02-18,Maori,147,18.3285,135.4286,16.8857
2024-02-13,Tuesday,2024-02-18,Pacific peoples,56,14.3233,57,14.5791
2024-02-13,Tuesday,2024-02-18,Asian,130,15.5865,120.4286,14.4389
2024-02-13,Tuesday,2024-02-18,European or Other,664,20.9636,603.2857,19.0467
2024-02-12,Monday,2024-02-18,Maori,191,23.8146,127.4286,15.8883
2024-02-12,Monday,2024-02-18,Pacific peoples,78,19.9504,54.2857,13.8849
2024-02-12,Monday,2024-02-18,Asian,155,18.5839,112.5714,13.4969
2024-02-12,Monday,2024-02-18,European or Other,821,25.9203,580,18.3116
2024-02-11,Sunday,2024-02-11,Maori,80,9.9747,119,14.8374
2024-02-11,Sunday,2024-02-11,Pacific peoples,30,7.6732,50.5714,12.9349
2024-02-11,Sunday,2024-02-11,Asian,82,9.8315,107.1429,12.846
2024-02-11,Sunday,2024-02-11,European or Other,443,13.9862,558.4286,17.6305
2024-02-10,Saturday,2024-02-11,Maori,70,8.7279,118,14.7127
2024-02-10,Saturday,2024-02-11,Pacific peoples,31,7.929,50.4286,12.8983
2024-02-10,Saturday,2024-02-11,Asian,73,8.7524,107.1429,12.846
2024-02-10,Saturday,2024-02-11,European or Other,426,13.4495,558.1429,17.6215
2024-02-09,Friday,2024-02-11,Maori,150,18.7025,118.2857,14.7483
2024-02-09,Friday,2024-02-11,Pacific peoples,71,18.16,49.8571,12.7522
2024-02-09,Friday,2024-02-11,Asian,121,14.5074,106.5714,12.7775
2024-02-09,Friday,2024-02-11,European or Other,553,17.4591,548.2857,17.3103
2024-02-08,Thursday,2024-02-11,Maori,136,16.957,108.8571,13.5727
2024-02-08,Thursday,2024-02-11,Pacific peoples,64,16.3695,47.4286,12.131
2024-02-08,Thursday,2024-02-11,Asian,112,13.4284,105.4286,12.6405
2024-02-08,Thursday,2024-02-11,European or Other,537,16.954,542.4286,17.1254
2024-02-07,Wednesday,2024-02-11,Maori,174,21.6949,103.5714,12.9137
2024-02-07,Wednesday,2024-02-11,Pacific peoples,69,17.6484,48.2857,12.3502
2024-02-07,Wednesday,2024-02-11,Asian,170,20.3823,106.5714,12.7775
2024-02-07,Wednesday,2024-02-11,European or Other,779,24.5943,540,17.0487
2024-02-06,Tuesday,2024-02-11,Maori,91,11.3462,95.5714,11.9162
2024-02-06,Tuesday,2024-02-11,Pacific peoples,37,9.4636,47,12.0214
2024-02-06,Tuesday,2024-02-11,Asian,75,8.9922,97.2857,11.6642
2024-02-06,Tuesday,2024-02-11,European or Other,501,15.8174,513.4286,16.2098
2024-02-05,Monday,2024-02-11,Maori,132,16.4582,104.5714,13.0383
2024-02-05,Monday,2024-02-11,Pacific peoples,52,13.3003,53.5714,13.7022
2024-02-05,Monday,2024-02-11,Asian,117,14.0279,107,12.8289
2024-02-05,Monday,2024-02-11,European or Other,670,21.153,535.4286,16.9044
2024-02-04,Sunday,2024-02-04,Maori,73,9.1019,102,12.7177
2024-02-04,Sunday,2024-02-04,Pacific peoples,29,7.4174,54,13.8118
2024-02-04,Sunday,2024-02-04,Asian,82,9.8315,106,12.709
2024-02-04,Sunday,2024-02-04,European or Other,441,13.9231,528.4286,16.6834
2024-02-03,Saturday,2024-02-04,Maori,72,8.9772,99.1429,12.3615
2024-02-03,Saturday,2024-02-04,Pacific peoples,27,6.9059,53.7143,13.7387
2024-02-03,Saturday,2024-02-04,Asian,69,8.2728,107.2857,12.8631
2024-02-03,Saturday,2024-02-04,European or Other,357,11.2711,528,16.6698
2024-02-02,Friday,2024-02-04,Maori,84,10.4734,98.7143,12.3081
2024-02-02,Friday,2024-02-04,Pacific peoples,54,13.8118,53.7143,13.7387
2024-02-02,Friday,2024-02-04,Asian,113,13.5483,110.1429,13.2057
2024-02-02,Friday,2024-02-04,European or Other,512,16.1647,530,16.733
2024-02-01,Thursday,2024-02-04,Maori,99,12.3437,100.8571,12.5752
2024-02-01,Thursday,2024-02-04,Pacific peoples,70,17.9042,52.2857,13.3733
2024-02-01,Thursday,2024-02-04,Asian,120,14.3875,110.7143,13.2742
2024-02-01,Thursday,2024-02-04,European or Other,520,16.4173,525.8571,16.6022
2024-01-31,Wednesday,2024-02-04,Maori,118,14.7127,103,12.8424
2024-01-31,Wednesday,2024-02-04,Pacific peoples,60,15.3464,48.5714,12.4233
2024-01-31,Wednesday,2024-02-04,Asian,105,12.5891,111.8571,13.4112
